resource_type,resource_name,public_access_enabled,encryption_enabled,versioning_enabled,logging_enabled,has_wildcard_permission,has_admin_privilege,has_priv_esc_potential,policy_length,allow_wildcard_action,allow_wildcard_resource,inbound_rule_count,outbound_rule_count,open_ports_to_world,ssh_open_to_world,rdp_open_to_world,all_ports_open,label,dangerous_service_wildcard,has_no_condition,source,bucket_policy_wildcard,mfa_delete_enabled,tls_enforced,db_port_open_to_world,egress_unrestricted,s3_missing_control_count
iam,cloudgoat-iam_privesc_by_ec2-dev_ec2_permissions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-iam_privesc_by_ec2-dev_ec2_mgmt_assume,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-iam_privesc_by_key_rotation-role_read_secrets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-iam_privesc_by_key_rotation-admin_assume_role,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-iam_privesc_by_key_rotation-developer_manage_view_secrets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-iam_privesc_by_key_rotation-manager_manage_access_keys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-iam_privesc_by_key_rotation-manager_tag_resources,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-iam_privesc_by_rollback-versioned_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-lambda_privesc-chris_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-lambda_privesc-lambdaManager_policy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,367.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-rce_web_app-ec2_rds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
security_group,cloudgoat-rce_web_app-ec2_ssh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
security_group,cloudgoat-rce_web_app-ec2_http,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-rce_web_app-lara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-rce_web_app-mcduck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
security_group,cloudgoat-rce_web_app-lb_http,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
security_group,cloudgoat-rce_web_app-rds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
s3,cloudgoat-rce_web_app-logs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
s3,cloudgoat-rce_web_app-secret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
s3,cloudgoat-rce_web_app-keystore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-rds_snapshot-cg-ec2-admin-policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-rds_snapshot-cg-david-policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
s3,cloudgoat-rds_snapshot-cg-data-s3-bucket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
security_group,cloudgoat-rds_snapshot-cg-ec2-ssh-security-group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
security_group,cloudgoat-rds_snapshot-allow_mysql,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
iam,cloudgoat-s3_version_rollback_via_cfn-cloudformation_role_policy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,566.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-s3_version_rollback_via_cfn-lambda_putobject_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-s3_version_rollback_via_cfn-web_manager_s3_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-s3_version_rollback_via_cfn-web_manager_role_policy,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
s3,cloudgoat-s3_version_rollback_via_cfn-flag_bucket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,1.0,0.0,0.0,0.0,0.0,0.0
s3,cloudgoat-s3_version_rollback_via_cfn-index_bucket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,1.0,0.0,0.0,0.0,0.0,0.0
security_group,cloudgoat-scenario_template-sg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
iam,cloudgoat-scenario_template-ec2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-scenario_template-user1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-scenario_template-user2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
security_group,cloudgoat-secrets_in_the_cloud-web_app_sg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
iam,cloudgoat-secrets_in_the_cloud-low_priv_user_s3_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-secrets_in_the_cloud-low_priv_user_lambda_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-secrets_in_the_cloud-dynamodb_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-secrets_in_the_cloud-secrets_manager_user_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-secrets_in_the_cloud-lambda_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
s3,cloudgoat-secrets_in_the_cloud-secrets_bucket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-sns_secrets-sns_user_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-sqs_flag_shop-sqs_scenario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-sqs_flag_shop-sqs_scenario_assumed_role,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
security_group,cloudgoat-sqs_flag_shop-ec2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
security_group,cloudgoat-sqs_flag_shop-rds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
security_group,cloudgoat-sqs_flag_shop-lambda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
security_group,cloudgoat-static-sg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
iam,cloudgoat-static-ec2_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
s3,cloudgoat-static-assets_bucket,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,1.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-vpc_peering_overexposed-ssm_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-vpc_peering_overexposed-dev_ec2_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-vpc_peering_overexposed-prod_ec2_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-vpc_peering_overexposed-initial_user_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
security_group,cloudgoat-vpc_peering_overexposed-dev_sg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
security_group,cloudgoat-vpc_peering_overexposed-prod_sg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
security_group,cloudgoat-vpc_peering_overexposed-db_sg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
security_group,cloudgoat-vpc_peering_overexposed-ssm_endpoint_sg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,1.0,0.0
iam,cloudgoat-vulnerable_cognito-s3_policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-vulnerable_cognito-cognito-policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
s3,cloudgoat-vulnerable_cognito-cognito_s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
iam,cloudgoat-vulnerable_lambda-standard_user,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,cloudgoat,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3acl-S3GlobalViewACL-fail,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3acl-S3GlobalViewACL-fail2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3acl-S3GlobalViewACL-pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3acl-S3GlobalViewACL-pass2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3-owsAnyPrincipal-fail3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3-owsAnyPrincipal-fail2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3-owsAnyPrincipal-fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3-owsAnyPrincipal-pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3-owsAnyPrincipal-pass2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3-owsAnyPrincipal-pass_w_condition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3-owsAnyPrincipal-pass_w_condition2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3-owsAnyPrincipal-fail_w_condition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3-owsAnyPrincipal-pass_w_condition3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3-owsAnyPrincipal-pass_w_condition4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3-owsAnyPrincipal-pass_w_condition5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3-owsAnyPrincipal-pass_w_condition6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3acl-reDataTransport-pass_private,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3acl-reDataTransport-pass_restricted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3acl-reDataTransport-pass_grant_blocked,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3acl-reDataTransport-pass_website,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3acl-reDataTransport-fail1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3acl-reDataTransport-pass_policy1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3acl-reDataTransport-pass_policy2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3acl-reDataTransport-pass_policy3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
s3,checkov-s3acl-reDataTransport-fail2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-MAdminPolicyDocument-pass1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,466.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-MAdminPolicyDocument-fail1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,265.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-MAdminPolicyDocument-fail2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,184.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-MAdminPolicyDocument-fail3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,148.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-MAdminPolicyDocument-fail4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,123.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-MAdminPolicyDocument-pass2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-MPrivilegeEscalation-passing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-sourcePolicyDocument-fail,0.0,0.0,0.0,0.0,1.0,1.0,0.0,177.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-sourcePolicyDocument-pass,0.0,0.0,0.0,0.0,1.0,0.0,0.0,221.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-sourcePolicyDocument-pass_unrestrictable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-ample_IAMWriteAccess-fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-ermissionsManagement-pass,0.0,0.0,0.0,0.0,1.0,0.0,0.0,173.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-ermissionsManagement-fail,0.0,0.0,0.0,0.0,1.0,1.0,0.0,155.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-_IAMDataExfiltration-pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-_IAMDataExfiltration-fail,0.0,0.0,0.0,0.0,0.0,0.0,1.0,433.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-MCredentialsExposure-pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
iam,checkov-iam-MCredentialsExposure-fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
